Player,Year,Tm,Age,MP,TS%,FTr,Offense,Val/Shot,Production,Height,Weight
Michael Redd,2011,MIL,31,134,0.47,0.089,0.29,0.3,"$500,2,31.44
Willie Warren,2011,LAC,21,134,0.48,0.229,-3.27,0.4,"$600,21.28,0
Ime Udoka,2011,SAS,33,130,0.285,0.381,-2.6,-0.2,"$1,-0.3,0.2
Anthony Randolph,2011,NYK,21,127,0.348,0.267,-6.35,-0.2,"$100,4,21.55
Alonzo Gee,2011,WAS,23,127,0.496,0.444,0.26,0.1,"$800,23.68,1
Garrett Temple,2011,CHA,24,126,0.406,0.262,-7.78,0.3,"$600,1,24.74
Jason Williams,2011,MEM,35,124,0.362,0,-5.2,0.2,"$300,1,35.21
James Johnson,2011,CHI,23,123,0.449,0.317,-6.71,0.1,"$1,-0.4,0.5
Devin Ebanks,2011,LAL,21,118,0.507,0.451,-1.52,0.1,"$700,21.26,0
Mario West,2011,NJN,26,116,0.474,0.238,0.83,0.2,"$1,0,0.1
Lance Stephenson,2011,IND,20,115,0.41,0.359,-8.24,0.1,"$200,2,20.41
Ish Smith,2011,MEM,22,113,0.366,0.344,-5.43,-0.1,"$100,1,22.58
Jason Kapono,2011,PHI,29,112,0.277,0.071,-1.42,-0.3,"$200,3,29.99
Larry Owens,2011,WAS,28,112,0.55,0.192,2,0.4,"$1,0,0.2
Chris Johnson,2011,POR,25,106,0.521,1,-0.04,0.1,"$800,25.55,0
Garret Siler,2011,PHO,24,101,0.553,0.71,-2.11,0.1,"$700,0,83
Kosta Koufos,2011,DEN,21,98,0.536,0.452,-2.11,0,"$100,5,21.94
Acie Law,2011,MEM,26,94,0.256,0.526,-7.45,-0.2,"$300,1,26.02
Danny Green,2011,SAS,23,92,0.586,0,2.54,0.4,"$900,2.7,2
Yao Ming,2011,HOU,30,91,0.579,0.432,-0.68,0.2,"$900,5,5
Sundiata Gaines,2011,TOR,24,90,0.465,0.171,-2.87,0.3,"$700,1,24.79
Peja Stojakovic,2011,NOH,33,89,0.624,0.212,5.04,0.6,"$1,0.3,-0.2
Brian Scalabrine,2011,CHI,32,88,0.526,0,0.2,0.2,"$1,0.1,0
Derrick Brown,2011,NYK,23,88,0.717,0.722,2.65,0.5,"$1,0.2,0
Byron Mullens,2011,OKC,21,85,0.366,0.5,-6.47,-0.3,"($500,4,21.96
Earl Barron,2011,MIL,29,85,0.475,0.054,-0.56,0.1,"$1,0.1,0
Terrence Williams,2011,HOU,23,84,0.416,0.262,-6.19,0,"$300,2,23.6
Garrett Temple,2011,MIL,24,83,0.373,0.19,-0.41,0.1,"$500,2,24.74
Etan Thomas,2011,ATL,32,82,0.58,0.714,0.76,0.2,"$700,32.84,8
Trey Johnson,2011,TOR,26,81,0.418,0.267,-4.36,0.1,"$400,2,26.42
Hamady N'Diaye,2011,WAS,24,80,0.681,2.4,4.87,0.4,"$800,24.06,0
Jermaine Taylor,2011,HOU,24,77,0.563,0.188,-0.23,0.2,"$600,2,24.15
Hilton Armstrong,2011,ATL,26,76,0.457,0.833,-0.07,0,"$1,4.5,5
Alexis Ajinca,2011,DAL,22,75,0.435,0.094,-1.66,0,"$1,0.1,0
Joel Przybilla,2011,CHA,31,74,0.383,0.4,-0.95,-0.2,"($100,5,31.31
Lester Hudson,2011,WAS,26,73,0.349,0.167,-6.43,0.3,"$500,1,26.49
Earl Clark,2011,PHO,23,72,0.41,0.323,-4.44,-0.1,"$600,3,23.04
Theo Ratliff,2011,LAL,37,71,0.145,0.333,-0.36,-0.7,"$1,-0.2,0.2
Darius Songaila,2011,PHI,32,71,0.477,0.267,-0.01,0,"$400,5,32.96
Kyle Weaver,2011,UTA,24,69,0.491,0.32,-3.39,0.2,"$700,2,24.95
Timofey Mozgov,2011,DEN,24,66,0.571,0.381,0.94,0.1,"$400,5,24.55
Sherron Collins,2011,CHA,23,66,0.334,0.04,-5.23,0,"$400,1,23.88
Sundiata Gaines,2011,MIN,24,65,0.398,0.455,-4.36,0.1,"$500,1,24.79
Semih Erden,2011,CLE,24,64,0.391,0.429,0.02,-0.1,"$700,5,24.52
Solomon Alabi,2011,TOR,22,59,0.189,0.133,-4.95,-0.6,"$600,5,22.87
Sasha Vujacic,2011,LAL,26,54,0.419,0.087,-4.97,0.1,"$500,2,26.9
Jerry Stackhouse,2011,MIA,36,50,0.398,0.583,-2.03,-0.1,"$700,2,36.24
Sasha Pavlovic,2011,NOH,27,50,0.182,0,-4.13,-0.3,"$800,2,27.21
Fabricio Oberto,2011,POR,35,45,0.595,0.4,2.63,0.2,"$600,5,35.87
Joe Smith,2011,LAL,35,44,0.233,0.167,-6.65,-0.5,"$600,4,35.52
Renaldo Balkman,2011,DEN,26,44,0.604,0.444,3.32,0.2,"$1,0.1,0.1
DeMarre Carroll,2011,MEM,24,39,0.506,0.222,2.22,0.1,"$1,3.3,4
Earl Barron,2011,POR,29,37,0.295,0.182,-6.92,-0.3,"$600,5,29.47
Pops Mensah-Bonsu,2011,NOH,27,35,0.333,0,-0.38,-0.2,"$900,27.4,3
Antonio Daniels,2011,PHI,35,35,0.51,0.4,2.12,0.3,"$800,1,35.87
Craig Brackins,2011,PHI,23,33,0.25,0,-6.01,-0.3,"$600,4,23.32
Chris Johnson,2011,BOS,25,32,0.773,0.667,2.95,0.6,"$1,0,-0.1
Larry Owens,2011,SAS,28,31,0.58,0.667,4.55,0.3,"$1,2.7,3
Antoine Wright,2011,SAC,26,31,0.125,0,-2.45,-0.5,"$600,2,26.99
Nate Robinson,2011,OKC,26,30,0.388,0.267,-5.02,0.2,"$700,1,26.67
Maurice Ager,2011,MIN,26,29,0.682,0,1.72,0.6,"$900,2,26.98
Mike Bibby,2011,WAS,32,29,0.111,0,-9.81,-0.2,"$700,1,32.72
Rasual Butler,2011,CHI,31,26,0.727,0,6.8,0.7,"$900,31.7,8
Joe Smith,2011,NJN,35,25,0.25,0,-2.78,-0.4,"$700,4,35.52
Jarron Collins,2011,POR,32,24,0.167,0,-6.82,-0.6,"$800,5,32.17
Andy Rautins,2011,NYK,24,24,0.508,0.286,-10.4,0.4,"$600,2,24.25
Morris Peterson,2011,OKC,33,23,0.4,0,1.16,-0.1,"$900,2,33.44
Peja Stojakovic,2011,TOR,33,22,0.919,0.2,12.65,1.2,"$1,3.2,3
Marcus Banks,2011,TOR,29,22,0.543,4,-2.58,0.3,"$800,1,29.2
Garrett Temple,2011,SAS,24,21,0.17,0.4,-7.06,-0.5,"$900,2,24.74
Pape Sy,2011,ATL,22,21,0.478,0.5,-5.82,0.1,"$900,3,22.83
Patrick Ewing,2011,NOH,26,19,0.222,0.8,-7.12,-0.3,"$800,26.7,0
Alonzo Gee,2011,SAS,23,18,0.333,0,-4.95,-0.4,"$800,2,23.68
Steve Novak,2011,DAL,27,18,0.688,0,7.89,0.5,"$900,27.64,4
Renaldo Balkman,2011,NYK,26,18,0.375,0,0.38,-0.1,"$800,3,26.55
Marcus Cousin,2011,UTA,24,18,0.667,0,3.64,0.3,"$800,5,24.12
Bobby Simmons,2011,SAS,30,16,0,0,-3.83,-0.5,"$800,3,30.67
Mike Harris,2011,HOU,27,16,0.515,0.667,-2.19,0.1,"$1,4,27.63
Trey Johnson,2011,LAL,26,13,0.773,0.667,7.87,0.6,"$1,2,2
Ronald Dupree,2011,TOR,30,13,0.25,0,-2.89,-0.3,"$900,3,30.02
Dexter Pittman,2011,MIA,22,11,0.333,0,-8.58,-0.4,"$800,5,22.92
DeMarre Carroll,2011,HOU,24,11,0,0,-9.28,-0.8,"$800,4,24.52
John Lucas,2011,CHI,28,10,0.258,0.667,-4.65,-0.2,"$800,1,28.2
Othyus Jeffers,2011,SAS,25,8,0.333,0,-10.1,-0.2,"$900,2,25.49
Brian Skinner,2011,MIL,34,6,,,6.17,-0.9,"$1,5,34.71
Rodney Carney,2011,MEM,26,5,0.333,0,-5.06,-0.2,"$1,3.1,3
Orien Greene,2011,NJN,28,5,0.521,1,1.66,0.4,"$1,1,2
Hasheem Thabeet,2011,HOU,23,4,0,0,-4.63,-1,"$1,23.96,1
Gani Lawal,2011,PHO,22,2,,,6.17,-1,"$1,4,22.23
Hassan Whiteside,2011,SAC,21,2,,,6.17,-0.9,"$1,5,21.64
Kevin Durant,2012,OKC,23,2546,0.61,0.386,0.91,0.5,"$27,15.5,13.8
Pau Gasol,2012,LAL,31,2430,0.547,0.285,-0.72,0.3,"$20,11.7,6.9
Rudy Gay,2012,MEM,25,2422,0.521,0.246,-0.34,0.3,"$14,7.8,5.5
Blake Griffin,2012,LAC,22,2392,0.557,0.458,-0.34,0.3,"$22,12.4,9.6
John Wall,2012,WAS,21,2386,0.502,0.45,-4.45,0.4,"$9,5.2,4.4
Marc Gasol,2012,MEM,27,2370,0.541,0.428,0.12,0.3,"$20,11.8,3.9
Brandon Jennings,2012,MIL,22,2331,0.514,0.213,-0.14,0.4,"$15,8.5,10.5
Russell Westbrook,2012,OKC,23,2331,0.538,0.326,-3.22,0.3,"$18,10.1,10.5
Josh Smith,2012,ATL,26,2329,0.499,0.292,-2.94,0.2,"$21,11.8,4
LeBron James,2012,MIA,27,2326,0.605,0.429,1.44,0.6,"$43,25.3,19.5
Kobe Bryant,2012,LAL,33,2232,0.527,0.338,-1.04,0.3,"$14,8.1,10.1
Wesley Matthews,2012,POR,25,2228,0.539,0.224,2.49,0.3,"$11,6.3,6.9
Andre Iguodala,2012,PHI,28,2209,0.537,0.31,-0.28,0.5,"$21,12.1,6.4
DeMar DeRozan,2012,TOR,22,2206,0.503,0.367,-1.11,0.2,"($1,0.6,-2.2
Jrue Holiday,2012,PHI,21,2196,0.496,0.144,-1.47,0.3,"$10,5.4,3.6
Jeff Teague,2012,ATL,23,2183,0.551,0.275,-1.1,0.4,"$10,5.8,4.4
Chris Paul,2012,LAC,26,2181,0.581,0.339,0.51,0.7,"$31,18.3,17.9
Mike Conley,2012,MEM,24,2174,0.523,0.231,-1.74,0.4,"$13,7.2,6.5
Tyreke Evans,2012,SAC,22,2162,0.512,0.287,-1.73,0.3,"$6,3.2,4.1
Kris Humphries,2012,NJN,26,2162,0.539,0.414,0.48,0.2,"$6,3.4,2
Antawn Jamison,2012,CLE,35,2151,0.481,0.26,-0.15,0.2,"$3,1.7,4.3
Kevin Love,2012,MIN,23,2145,0.568,0.434,2.24,0.4,"$20,11.8,12.3
Luol Deng,2012,CHI,26,2129,0.5,0.219,0.16,0.2,"$13,7.4,4
Brandon Knight,2012,DET,20,2129,0.511,0.178,-1.18,0.4,"$1,0.2,3.1
Joe Johnson,2012,ATL,30,2127,0.557,0.2,1.23,0.4,"$13,7.2,9.1
Ty Lawson,2012,DEN,24,2124,0.579,0.282,-1.15,0.5,"$17,9.4,10.6
David Lee,2012,GSW,28,2121,0.549,0.304,-1.27,0.2,"$8,4.2,5
Marcin Gortat,2012,PHO,27,2114,0.578,0.326,1.7,0.2,"$13,7.2,4.5
Andrew Bynum,2012,LAL,24,2112,0.594,0.425,0.82,0.3,"$12,6.8,4.2
Paul Millsap,2012,UTA,26,2100,0.545,0.296,0.11,0.3,"$21,12.3,8.1
Tayshaun Prince,2012,DET,31,2087,0.47,0.144,-0.76,0.2,"$300,-0.2,3.1
Arron Afflalo,2012,DEN,26,2086,0.584,0.353,2.02,0.4,"$9,5,7.3
Greg Monroe,2012,DET,21,2082,0.563,0.348,-0.14,0.3,"$18,10.2,7.2
Dirk Nowitzki,2012,DAL,33,2079,0.564,0.343,1.65,0.4,"$12,6.7,7.1
Al Jefferson,2012,UTA,27,2075,0.52,0.169,-0.14,0.2,"$15,8.7,5.9
Paul Pierce,2012,BOS,34,2075,0.567,0.387,0.35,0.5,"$20,11.3,8.8
Dwight Howard,2012,ORL,26,2070,0.569,0.788,-0.78,0.3,"$18,10.2,3.1
Luis Scola,2012,HOU,31,2067,0.526,0.223,-1.78,0.2,"$2,1,1.3
Danny Granger,2012,IND,28,2062,0.542,0.309,1.52,0.3,"$12,6.8,8.3
Tyson Chandler,2012,NYK,29,2061,0.708,0.887,4.25,0.5,"$19,10.7,5.3
Jared Dudley,2012,PHO,26,2020,0.575,0.255,2.73,0.4,"$14,8,7.5
Gordon Hayward,2012,UTA,21,2015,0.568,0.396,0.99,0.4,"$12,6.6,6.3
Chris Bosh,2012,MIA,27,2007,0.551,0.346,-0.67,0.2,"$6,3.5,2.4
Jason Terry,2012,DAL,34,2000,0.54,0.134,0.66,0.5,"$9,4.8,6.2
Deron Williams,2012,NJN,27,1999,0.527,0.317,-1.11,0.6,"$12,7,11.3
LaMarcus Aldridge,2012,POR,26,1994,0.56,0.291,0.19,0.3,"$13,7.5,7.4
Marco Belinelli,2012,NOH,25,1966,0.525,0.188,2.17,0.3,"$2,1,3.6
Ryan Anderson,2012,ORL,23,1964,0.589,0.226,4.9,0.5,"$19,11,12.6
Steve Nash,2012,PHO,37,1961,0.625,0.256,-5.74,0.8,"$5,2.5,7.7
Paul George,2012,IND,21,1958,0.555,0.285,1.11,0.4,"$17,9.7,6
Rajon Rondo,2012,BOS,25,1957,0.483,0.316,-8.26,0.4,"$10,5.5,3.8
DeMarcus Cousins,2012,SAC,21,1950,0.499,0.373,-2.77,0.2,"$5,2.8,2.2
Carlos Boozer,2012,CHI,30,1948,0.549,0.163,-0.1,0.3,"$12,6.7,3.3
James Harden,2012,OKC,22,1946,0.66,0.587,2.65,0.6,"$19,10.6,11.9
Joakim Noah,2012,CHI,26,1945,0.561,0.42,0.58,0.3,"$22,12.8,5.7
Roy Hibbert,2012,IND,25,1937,0.539,0.358,-0.57,0.2,"$14,8.1,3.6
David West,2012,IND,31,1925,0.531,0.246,-0.31,0.2,"$11,6.1,4
Tony Parker,2012,SAS,29,1923,0.539,0.319,-3.03,0.4,"$11,6.1,8
Shawn Marion,2012,DAL,33,1919,0.488,0.144,-1.11,0.1,"$9,5,1
Raymond Felton,2012,POR,27,1906,0.491,0.193,-4.22,0.4,"$1,0.2,2.6
Landry Fields,2012,NYK,23,1894,0.506,0.267,-0.62,0.2,"$7,3.9,0.9
Darren Collison,2012,IND,24,1878,0.526,0.293,-1.88,0.4,"$5,2.7,3.4
Carmelo Anthony,2012,NYK,27,1876,0.525,0.358,-1,0.3,"$14,7.8,7.3
Caron Butler,2012,LAC,31,1871,0.501,0.152,0.75,0.2,"$500,-0.2,2.7
Brandon Bass,2012,BOS,26,1868,0.524,0.258,0.33,0.1,"$3,1.4,-0.7
Kevin Garnett,2012,BOS,35,1864,0.55,0.243,-0.76,0.3,"$15,8.8,3
Gerald Henderson,2012,CHA,24,1831,0.511,0.282,0.28,0.3,"($400,-0.3,2.2
Alonzo Gee,2012,CLE,24,1827,0.516,0.385,0.44,0.3,"$5,2.4,1.8
Mario Chalmers,2012,MIA,25,1825,0.578,0.203,-0.29,0.5,"$9,5.2,4.1
Andre Miller,2012,DEN,35,1809,0.51,0.306,-5.8,0.3,"$4,1.9,2.9
Chandler Parsons,2012,HOU,23,1804,0.513,0.142,0.59,0.3,"$10,5.7,3.3
Jose Calderon,2012,TOR,30,1799,0.547,0.143,-3.77,0.6,"$5,2.4,5.9
DeAndre Jordan,2012,LAC,23,1798,0.626,0.433,3.67,0.3,"$8,4.6,1
Serge Ibaka,2012,OKC,22,1792,0.556,0.241,1.12,0.1,"$13,7.5,1.2
Kemba Walker,2012,CHA,21,1792,0.464,0.278,-1.43,0.4,"$2,1.1,3.5
Nicolas Batum,2012,POR,23,1791,0.575,0.248,2.79,0.4,"$12,6.5,6.1
Marcus Thornton,2012,SAC,24,1780,0.544,0.203,2.59,0.4,"$8,4.5,7.8
O.J. Mayo,2012,MEM,24,1771,0.513,0.234,-0.11,0.4,"$6,3.5,3.6
J.J. Redick,2012,ORL,27,1765,0.575,0.269,2.44,0.5,"$6,3.5,5.8
Al Harrington,2012,DEN,31,1761,0.535,0.228,0.03,0.3,"$4,2.2,3.7
Courtney Lee,2012,HOU,26,1757,0.534,0.148,2.05,0.3,"$6,3.4,3.1
Thaddeus Young,2012,PHI,23,1755,0.538,0.21,1.36,0.2,"$10,5.3,3.6
Jordan Crawford,2012,WAS,23,1753,0.488,0.233,-1.31,0.3,"$200,-0.2,1.4
Goran Dragic,2012,HOU,25,1752,0.567,0.317,-1.66,0.6,"$11,6,7
Luke Ridnour,2012,MIN,30,1750,0.53,0.216,-0.88,0.4,"$6,3.4,3.8
Kendrick Perkins,2012,OKC,27,1744,0.528,0.427,0.05,0.1,"$4,2.1,-1.5
Devin Harris,2012,UTA,28,1741,0.564,0.386,-0.56,0.6,"$6,3.3,6.3
Elton Brand,2012,PHI,32,1732,0.521,0.2,0.6,0.2,"$13,7.2,1.8
Metta World Peace,2012,LAL,32,1720,0.478,0.247,0.08,0.2,"$7,3.6,2.2
Brandon Rush,2012,GSW,26,1717,0.628,0.175,3.97,0.5,"$7,4,4.1
Evan Turner,2012,PHI,23,1713,0.478,0.183,-2.06,0.2,"$1,0.2,-2.4
Jameer Nelson,2012,ORL,29,1706,0.524,0.145,-2.63,0.5,"$5,2.6,4.4
Greivis Vasquez,2012,NOH,25,1706,0.513,0.224,-3.97,0.5,"$2,0.6,2.3
Iman Shumpert,2012,NYK,21,1705,0.484,0.204,-1.59,0.2,"$6,3.1,0.6
Randy Foye,2012,LAC,28,1682,0.522,0.132,1.26,0.4,"$5,2.4,4.4
Louis Williams,2012,PHI,25,1682,0.525,0.373,1.59,0.4,"$10,5.6,7.3
Channing Frye,2012,PHO,28,1669,0.519,0.134,1.56,0.3,"$10,5.6,3.4
Jason Thompson,2012,SAC,25,1657,0.558,0.409,1.87,0.3,"$6,3,2.5
Isaiah Thomas,2012,SAC,22,1656,0.574,0.324,0.89,0.6,"$7,3.6,6.9
Ersan Ilyasova,2012,MIL,24,1655,0.577,0.307,2.52,0.3,"$10,5.6,5.5
Hedo Turkoglu,2012,ORL,32,1653,0.528,0.188,-1.83,0.5,"$6,2.9,2.4
Dorell Wright,2012,GSW,26,1650,0.553,0.186,3.01,0.4,"$7,4.1,4.9
MarShon Brooks,2012,NJN,23,1648,0.502,0.231,-1.14,0.3,"($100,-0.3,1.9
Jodie Meeks,2012,PHI,24,1644,0.551,0.182,4.61,0.4,"$4,2.2,3
Rodney Stuckey,2012,DET,25,1644,0.55,0.536,0.24,0.4,"$5,2.5,5.5
Zaza Pachulia,2012,ATL,27,1640,0.557,0.466,0.99,0.2,"$8,4.6,1
Anthony Morrow,2012,NJN,26,1636,0.531,0.158,2.37,0.3,"($1,-4.3,-0.5
Ronnie Brewer,2012,CHI,26,1635,0.465,0.225,-0.54,0.1,"$8,4.4,0.9
Tim Duncan,2012,SAS,35,1634,0.531,0.34,-2.35,0.1,"$11,6.1,2.1
Dwyane Wade,2012,MIA,30,1625,0.559,0.355,-1.02,0.4,"$20,11.4,8.5
Jamal Crawford,2012,POR,31,1613,0.506,0.28,-0.96,0.3,"$1,0.4,3.6
Klay Thompson,2012,GSW,21,1608,0.545,0.127,0.52,0.4,"$1,0.2,3.5
Jason Richardson,2012,ORL,31,1591,0.502,0.116,0.87,0.3,"$6,3.5,3.1
Udonis Haslem,2012,MIA,31,1589,0.479,0.286,0.4,0,"($900,-0.7,4
Ray Allen,2012,BOS,36,1565,0.607,0.215,3.33,0.5,"$11,6.2,5.4
James Johnson,2012,TOR,24,1561,0.498,0.222,-1.46,0.2,"$9,5.1,0.2
Kyrie Irving,2012,CLE,19,1558,0.566,0.262,0.37,0.6,"$12,6.9,8.7
Amir Johnson,2012,TOR,24,1553,0.6,0.247,1.35,0.3,"$10,5.5,1.6
Amar'e Stoudemire,2012,NYK,29,1543,0.541,0.372,-0.96,0.2,"$2,0.7,0.2
Vince Carter,2012,DAL,35,1542,0.519,0.212,0.24,0.3,"$6,3.4,2.2
Carlos Delfino,2012,MIL,29,1537,0.515,0.106,1.53,0.4,"$7,3.6,2.4
Ed Davis,2012,TOR,22,1534,0.544,0.316,1.43,0.2,"$7,3.8,0
Kawhi Leonard,2012,SAS,20,1534,0.573,0.218,2.46,0.3,"$14,8.1,4.8
Jarrett Jack,2012,NOH,28,1530,0.54,0.254,-1.37,0.5,"$7,4.1,5.6
Tony Allen,2012,MEM,30,1525,0.541,0.391,0.43,0.2,"$10,5.8,2.2
Danny Green,2012,SAS,24,1522,0.579,0.21,2.38,0.4,"$12,6.8,4.8
Kyle Lowry,2012,HOU,25,1510,0.558,0.386,-1.36,0.6,"$14,7.7,6.7
Gerald Wallace,2012,POR,29,1503,0.556,0.374,0.69,0.3,"$10,5.4,3.1
Marvin Williams,2012,ATL,25,1500,0.542,0.311,2.31,0.3,"$7,3.7,3.1
Shane Battier,2012,MIA,33,1499,0.504,0.127,2.41,0.3,"$9,4.7,2.5
Patrick Patterson,2012,HOU,22,1483,0.457,0.112,-0.83,0,"($1,0.1,-0.6
Al-Farouq Aminu,2012,NOH,21,1477,0.481,0.312,-0.49,0.1,"$2,0.8,-1.6
Mo Williams,2012,LAC,29,1472,0.53,0.131,0.22,0.4,"$4,1.8,4.2
Drew Gooden,2012,MIL,30,1469,0.512,0.317,-1.7,0.2,"$7,3.7,3
Wesley Johnson,2012,MIN,24,1469,0.477,0.086,1.34,0.2,"$1,0.5,-1.1
Kyle Korver,2012,CHI,30,1469,0.6,0.16,3.91,0.6,"$10,5.6,5.2
Jonas Jerebko,2012,DET,24,1468,0.548,0.274,2.32,0.3,"$2,0.7,1.8
Jason Maxiell,2012,DET,28,1466,0.493,0.277,0.49,0.1,$0 ,28.95,6
Byron Mullens,2012,CHA,22,1465,0.473,0.19,-0.34,0.2,"($5,5,5
Bismack Biyombo,2012,CHA,19,1455,0.48,0.514,1.43,0.1,"($3,4.2,5
Samuel Dalembert,2012,HOU,30,1446,0.551,0.286,1.07,0.2,"$5,2.8,-0.4
Mike Dunleavy,2012,MIL,31,1445,0.597,0.284,3.5,0.5,"$7,3.6,5.3
Derrick Brown,2012,CHA,24,1443,0.556,0.345,2.47,0.3,"$2,1.7,-1.1
Tyler Hansbrough,2012,IND,26,1442,0.511,0.58,-0.08,0.1,"($500,-0.5,4
Matt Barnes,2012,LAL,31,1440,0.554,0.331,0.97,0.4,"$10,5.6,3.4
Chris Singleton,2012,WAS,22,1431,0.462,0.141,2.39,0.2,"$3,1.2,-0.6
Glen Davis,2012,ORL,26,1427,0.466,0.313,-2.38,0,"($3,-0.1,-0.8
Tristan Thompson,2012,CLE,20,1424,0.469,0.434,-0.65,0,"($3,-0.8,-0.3
Derrick Williams,2012,MIN,20,1418,0.499,0.392,0.36,0.2,"($1,-0.7,-0.5
D.J. Augustin,2012,CHA,24,1408,0.493,0.246,-2.5,0.6,"($2,-4.9,-0.4
Ricky Rubio,2012,MIN,21,1404,0.476,0.404,-5.64,0.4,"$6,3.5,1.8
Shannon Brown,2012,PHO,26,1400,0.507,0.166,0.21,0.2,"$2,0.8,2
Ben Gordon,2012,DET,28,1398,0.549,0.257,0.07,0.4,"$300,-0.3,1.4
Jason Kidd,2012,DAL,38,1379,0.524,0.103,-2.23,0.6,"$9,5.2,2.4
Grant Hill,2012,PHO,39,1378,0.5,0.242,-0.77,0.2,"$4,1.8,0.5
Derrick Favors,2012,UTA,20,1376,0.537,0.436,-0.45,0.2,"$3,1.4,0.4
Derrick Rose,2012,CHI,23,1375,0.532,0.344,-0.24,0.5,"$14,8,8.3
Chris Kaman,2012,NOH,29,1372,0.478,0.179,-4.17,0.1,"$2,0.7,-2.1
Avery Bradley,2012,BOS,21,1368,0.555,0.194,0.39,0.3,"$2,0.8,0.1
Monta Ellis,2012,GSW,26,1365,0.516,0.264,-2.15,0.4,"$4,2,4.2
DeJuan Blair,2012,SAS,22,1363,0.549,0.236,-1.38,0.1,"$8,4.1,2.9
Danilo Gallinari,2012,DEN,23,1351,0.563,0.448,1.17,0.4,"$8,4.7,4.5
Trevor Ariza,2012,NOH,26,1350,0.496,0.253,-1.06,0.3,"$8,4.4,1.6
Joel Anthony,2012,MIA,29,1349,0.598,0.467,3.82,0.2,"$6,3.1,-0.4
Marreese Speights,2012,MEM,24,1345,0.491,0.223,-0.79,0.1,"($800,4.5,4
Omri Casspi,2012,CLE,23,1341,0.499,0.262,1.41,0.3,"$300,3.4,3
Matt Bonner,2012,SAS,31,1326,0.597,0.06,4.87,0.5,"$8,4.5,4.5
Nick Collison,2012,OKC,31,1307,0.622,0.308,1.44,0.3,"$8,4.6,2.8
Chase Budinger,2012,HOU,23,1298,0.556,0.149,2.57,0.4,"$4,2.1,3.2
Corey Brewer,2012,DEN,25,1287,0.505,0.281,-0.43,0.2,"$5,2.5,2.2
Taj Gibson,2012,CHI,26,1284,0.522,0.334,0.36,0.1,"$6,3.5,0.6
Anthony Parker,2012,CLE,36,1280,0.523,0.172,1.18,0.4,"$1,0,0.9
Shelden Williams,2012,NJN,28,1276,0.543,0.517,1.83,0.2,"$2,1,-0.6
George Hill,2012,IND,25,1274,0.557,0.308,1.23,0.5,"$8,4.6,4.6
Kevin Martin,2012,HOU,28,1264,0.554,0.333,1.81,0.4,"$4,2.3,4.7
Nikola Pekovic,2012,MIN,26,1264,0.607,0.412,1.76,0.3,"$7,3.8,4.1
Trevor Booker,2012,WAS,24,1261,0.549,0.273,1.81,0.2,"$5,2.5,1.1
Norris Cole,2012,MIA,23,1260,0.452,0.189,-4.43,0.1,"($6,-1.6,-0.3
John Salmons,2012,SAC,32,1250,0.471,0.13,0.73,0.2,"($700,-0.6,2.4
Steve Blake,2012,LAL,31,1237,0.493,0.101,-1.38,0.4,"($500,1,1
Kirk Hinrich,2012,ATL,31,1237,0.511,0.108,-0.04,0.3,"$2,0.6,0.4
Markieff Morris,2012,PHO,22,1227,0.484,0.243,-0.76,0.2,"$3,1.5,0.1
Chris Duhon,2012,ORL,29,1226,0.558,0.103,-0.86,0.5,"$500,-0.2,1
Nick Young,2012,WAS,26,1211,0.513,0.22,1.27,0.3,"($1,2.3,-3.5
Gary Neal,2012,SAS,27,1206,0.542,0.132,0.31,0.3,"$3,1.5,3
Nate Robinson,2012,GSW,27,1192,0.534,0.233,-0.82,0.5,"$4,2.1,4.7
Kevin Seraphin,2012,WAS,22,1176,0.549,0.183,1.26,0.2,"$2,0.7,-0.1
Richard Jefferson,2012,SAS,31,1168,0.556,0.157,3.06,0.4,"$6,3.2,2.9
C.J. Watson,2012,CHI,27,1159,0.491,0.238,-2.45,0.4,"$4,1.8,2.1
Rodrigue Beaubois,2012,DAL,23,1151,0.496,0.155,-1.53,0.3,"$6,3.1,1.5
Brendan Haywood,2012,DAL,32,1146,0.52,0.421,1.81,0.1,"$3,1.5,-0.6
C.J. Miles,2012,UTA,24,1145,0.484,0.292,-0.21,0.2,"$1,0.3,1.4
Martell Webster,2012,MIN,25,1140,0.533,0.265,2.52,0.3,"$3,1.6,0.7
Ian Mahinmi,2012,DAL,25,1139,0.585,0.618,2.74,0.2,"$2,0.8,-0.2
Jimmer Fredette,2012,SAC,22,1135,0.495,0.108,0.41,0.4,"($2,-2.3,1.3
Dominic McGuire,2012,GSW,26,1127,0.486,0.252,-1.11,0.1,"$3,1.5,-0.7
Dante Cunningham,2012,MEM,24,1124,0.538,0.247,2.35,0.2,"$5,2.7,0.9
JaVale McGee,2012,WAS,24,1124,0.539,0.29,0.7,0.2,"$4,1.9,0.1
Tiago Splitter,2012,SAS,27,1121,0.649,0.528,0.98,0.4,"$8,4.3,2.7
Derek Fisher,2012,LAL,37,1101,0.479,0.221,-1.65,0.3,"$400,-0.3,1.1
D.J. White,2012,CHA,25,1098,0.516,0.173,1.3,0.2,"($3,3.9,4
Shaun Livingston,2012,MIL,26,1092,0.52,0.292,-1.23,0.2,"($100,2,2
Gustavo Ayon,2012,NOH,26,1088,0.552,0.241,0.83,0.3,"$9,5,1.4
