Player,Year,Tm,Age,MP,TS%,FTr,Offense,Val/Shot,Production,Height,Weight
Willie Green,2011,NOH,29,1674,0.515,0.164,0.47,0.2,"($1,-0.2,-1
Danilo Gallinari,2011,NYK,22,1671,0.6,0.57,3.33,0.4,"$5,2.8,4.7
Jose Barea,2011,DAL,26,1669,0.535,0.242,-2.98,0.4,"$2,1,2.6
Charlie Villanueva,2011,DET,26,1666,0.553,0.164,2.73,0.4,"$1,0.2,2.9
Al Harrington,2011,DEN,30,1665,0.527,0.173,-0.41,0.3,"$2,1.1,2.2
Gerald Henderson,2011,CHA,23,1661,0.509,0.286,-0.33,0.2,"$500,-0.2,2.3
Kyle Korver,2011,CHI,29,1649,0.572,0.156,2.66,0.5,"$4,2.2,2.8
Chauncey Billups,2011,DEN,34,1646,0.634,0.535,0.53,0.6,"$9,4.9,6.4
Marcin Gortat,2011,PHO,26,1636,0.598,0.335,1.71,0.2,"$5,2.7,1.1
Reggie Williams,2011,GSW,24,1626,0.585,0.234,2.83,0.4,"$1,0.1,3.4
Darrell Arthur,2011,MEM,22,1609,0.534,0.215,-0.27,0.1,"$2,0.7,0.1
Ed Davis,2011,TOR,21,1602,0.583,0.343,2.84,0.2,"$5,2.5,1.7
Josh McRoberts,2011,IND,23,1597,0.608,0.308,0.78,0.4,"$10,5.4,2.3
Sasha Vujacic,2011,NJN,26,1594,0.518,0.164,1.48,0.4,"$4,1.9,2.7
Carlos Delfino,2011,MIL,28,1590,0.517,0.146,2.11,0.4,"$8,4.4,2.4
Steve Blake,2011,LAL,30,1581,0.5,0.098,0.09,0.4,"$400,-0.3,1.1
Mario Chalmers,2011,MIA,24,1579,0.538,0.16,-0.5,0.4,"$4,2.2,1.5
Sam Young,2011,MEM,25,1577,0.525,0.235,0.77,0.2,"$2,0.8,0.1
Joakim Noah,2011,CHI,25,1576,0.579,0.468,0.3,0.3,"$13,7.5,2.6
Shannon Brown,2011,LAL,25,1568,0.518,0.157,0.09,0.2,"$1,0.3,1.2
Earl Watson,2011,UTA,31,1567,0.5,0.267,-3.6,0.3,"($200,1,1
Randy Foye,2011,LAC,27,1551,0.516,0.281,-0.5,0.3,"($200,-0.4,1.6
James Jones,2011,MIA,30,1549,0.629,0.208,5.59,0.6,"$6,3.1,3.7
Marcus Camby,2011,POR,36,1540,0.426,0.238,-1.26,0,"$8,4.5,-1.2
Tyler Hansbrough,2011,IND,25,1535,0.529,0.413,-0.36,0.1,"($1,-0.6,4.1
Nick Collison,2011,OKC,30,1524,0.6,0.302,2.12,0.2,"$6,3.1,1.4
J.J. Redick,2011,ORL,26,1513,0.589,0.286,2.71,0.4,"$5,2.7,2.8
Ersan Ilyasova,2011,MIL,23,1505,0.516,0.205,1.31,0.3,"$4,1.8,0.3
Andrew Bynum,2011,LAL,23,1500,0.606,0.506,1.53,0.3,"$10,5.4,2.3
Richard Hamilton,2011,DET,32,1498,0.52,0.256,-0.86,0.3,"$100,-0.4,1.6
Tony Allen,2011,MEM,29,1494,0.562,0.37,0.19,0.3,"$10,5.7,2.5
Kirk Hinrich,2011,WAS,30,1471,0.548,0.24,-0.44,0.4,"$2,0.7,1.9
Joel Anthony,2011,MIA,28,1463,0.583,0.737,3.79,0.1,"$6,2.9,-0.5
Keith Bogans,2011,CHI,30,1461,0.559,0.104,3.04,0.5,"$4,2,1.3
Al-Farouq Aminu,2011,LAC,20,1452,0.499,0.293,-0.15,0.2,"($600,3.4,3
Austin Daye,2011,DET,22,1446,0.518,0.229,1.13,0.3,"$2,0.7,1.1
Matt Bonner,2011,SAS,30,1432,0.617,0.116,4.51,0.5,"$7,3.9,3.7
Ryan Anderson,2011,ORL,22,1424,0.591,0.223,4.13,0.5,"$11,6.2,5.7
Hakim Warrick,2011,PHO,28,1416,0.581,0.659,0.26,0.2,"$1,0.1,0.9
Sonny Weems,2011,TOR,24,1413,0.492,0.183,-1.57,0.1,"($3,-2,-0.3
Carl Landry,2011,SAC,27,1406,0.545,0.444,0.53,0.2,"$900,0,3.9
Corey Maggette,2011,MIL,31,1401,0.573,0.581,0.33,0.4,"($200,2.6,3
Andris Biedrins,2011,GSW,24,1397,0.526,0.117,1.34,0.1,"$3,1.6,-0.5
Leandro Barbosa,2011,TOR,28,1395,0.539,0.21,0.52,0.4,"$900,-0.1,1.1
Vince Carter,2011,PHO,34,1387,0.516,0.157,0.13,0.2,"$3,1.5,2.4
Antonio McDyess,2011,SAS,36,1387,0.516,0.224,-0.85,0.1,"$4,1.9,-0.5
Francisco Garcia,2011,SAC,29,1386,0.551,0.16,3.17,0.4,"$5,2.5,2.2
Jarrett Jack,2011,NOH,27,1375,0.505,0.326,-1.94,0.3,"$1,0,0.8
Corey Brewer,2011,MIN,24,1362,0.471,0.391,-0.76,0.1,"$1,0.1,-0.4
Anthony Tolliver,2011,MIN,25,1362,0.585,0.419,2.9,0.4,"$4,2.2,2
Jerryd Bayless,2011,TOR,22,1347,0.545,0.404,-1.7,0.4,"$1,0.4,2.5
Brendan Haywood,2011,DAL,31,1331,0.532,0.794,1.52,0,"$2,0.9,-1.3
Shawne Williams,2011,NYK,24,1323,0.558,0.127,2.81,0.3,"$3,1.4,1.5
Brandon Roy,2011,POR,26,1310,0.491,0.264,-1.07,0.2,"$900,0,2.1
Baron Davis,2011,LAC,31,1269,0.492,0.202,-3.97,0.4,"$4,2.1,2.7
Paul George,2011,IND,20,1265,0.542,0.256,1.22,0.3,"$4,1.7,0.5
Shaun Livingston,2011,CHA,25,1261,0.53,0.315,-2.41,0.3,"$1,-0.2,0.4
Zaza Pachulia,2011,ATL,26,1244,0.562,0.772,0.6,0.2,"$1,0.4,-0.5
Ben Wallace,2011,DET,36,1238,0.442,0.383,0.66,0,"$6,3.2,-0.2
Kenyon Martin,2011,DEN,33,1233,0.526,0.199,-1.39,0.1,"$6,3.2,0.7
Gordon Hayward,2011,UTA,20,1218,0.578,0.331,0.98,0.3,"($100,2.7,3
Eric Maynor,2011,OKC,23,1200,0.485,0.177,-4.22,0.3,"($900,1,1
Ryan Hollins,2011,CLE,26,1182,0.642,0.744,3.02,0.4,$0 ,5,26.31
Wayne Ellington,2011,MIN,23,1181,0.488,0.134,0.35,0.2,"($2,1.7,2
Kurt Thomas,2011,CHI,38,1178,0.527,0.172,1.4,0.1,"$5,2.5,-1
Vladimir Radmanovic,2011,GSW,30,1169,0.562,0.107,2,0.4,"$3,1.6,1.2
DeShawn Stevenson,2011,DAL,29,1158,0.549,0.13,2.3,0.4,"$3,1.4,1.8
Zydrunas Ilgauskas,2011,MIA,35,1145,0.531,0.144,0.1,0,"$1,0.4,-0.7
Ronny Turiaf,2011,NYK,28,1141,0.648,0.601,1.72,0.4,"$6,3.1,0.9
Donte Greene,2011,SAC,22,1127,0.482,0.168,0.61,0.2,"($900,-0.2,3.8
Will Bynum,2011,DET,28,1125,0.524,0.3,-2.7,0.4,"($500,-0.3,1
Jordan Hill,2011,HOU,23,1125,0.521,0.241,-0.24,0.1,"($800,-0.4,4.4
Yi Jianlian,2011,WAS,23,1112,0.459,0.262,-0.3,0,"($4,4.8,4
Dante Cunningham,2011,POR,23,1108,0.457,0.155,0.21,0,"$300,3.5,4
Jason Smith,2011,NOH,24,1102,0.49,0.228,-0.53,0,"$200,4.8,5
Martell Webster,2011,MIN,24,1094,0.575,0.359,2.53,0.4,"$1,0.3,1.4
Derrick Favors,2011,NJN,19,1091,0.54,0.42,1.24,0.2,"$100,4.7,4
C.J. Watson,2011,CHI,26,1091,0.466,0.236,-3.56,0.3,"$800,-0.1,1
Gilbert Arenas,2011,ORL,29,1070,0.444,0.213,-4.99,0.2,"$900,-0.1,1.2
Al Thornton,2011,WAS,27,1069,0.525,0.327,1.02,0.2,"($800,-0.3,3
Mo Williams,2011,CLE,28,1065,0.471,0.221,-4.36,0.4,"$200,-0.4,1
Trevor Booker,2011,WAS,23,1063,0.582,0.399,2.72,0.3,"$2,0.5,0.4
Linas Kleiza,2011,TOR,26,1032,0.502,0.16,-0.25,0.2,"($2,-0.6,3.6
Marcus Thornton,2011,SAC,23,1030,0.547,0.249,1.42,0.4,"$6,3,3.4
Ekpe Udoh,2011,GSW,23,1030,0.472,0.288,0.05,0,"$1,-1.7,1.7
Matt Barnes,2011,LAL,30,1020,0.569,0.276,1.19,0.4,"$5,2.6,1.6
Nenad Krstic,2011,OKC,27,1018,0.534,0.216,0.87,0.1,"($500,-0.8,-0.8
Brad Miller,2011,HOU,34,1015,0.566,0.318,-0.2,0.4,"$5,2.6,2
Rashard Lewis,2011,WAS,31,1014,0.544,0.163,1.79,0.4,"$3,1.5,1.3
Carlos Arroyo,2011,MIA,31,995,0.541,0.147,-0.41,0.3,"($200,-0.7,1.3
Chris Wilcox,2011,DET,28,995,0.587,0.276,1.59,0.3,"$2,1,1.4
Anderson Varejao,2011,CLE,28,994,0.56,0.375,1.71,0.2,"$4,1.9,0.3
Robin Lopez,2011,PHO,22,991,0.539,0.28,-0.13,0.1,"($2,5,5
Omer Asik,2011,CHI,24,989,0.559,1.028,0.88,0.2,"$2,1,-1.2
Jonny Flynn,2011,MIN,21,983,0.444,0.142,-5.61,0.3,"($5,1,1
Nate Robinson,2011,BOS,26,983,0.512,0.111,-1.17,0.3,"$1,0.4,0.7
Eddie House,2011,MIA,32,978,0.535,0.125,1.53,0.3,"$2,0.5,1.3
Carmelo Anthony,2011,NYK,26,977,0.575,0.351,0.41,0.3,"$4,2.1,3.5
Alonzo Gee,2011,CLE,23,973,0.552,0.342,2.13,0.3,"$1,0.1,0
Jeff Teague,2011,ATL,22,963,0.521,0.319,-2.41,0.3,"$1,-0.2,0.3
Stephen Graham,2011,NJN,28,959,0.457,0.19,0.54,0.1,"($3,2.5,2
Quentin Richardson,2011,ORL,30,955,0.454,0.173,0.81,0.2,"$1,0.3,-0.5
Christian Eyenga,2011,CLE,21,947,0.476,0.092,0.32,0.2,"($900,-0.2,2.4
Jeff Foster,2011,IND,34,940,0.497,0.287,1.4,0.1,"$5,2.6,0.9
Marquis Daniels,2011,BOS,30,938,0.527,0.246,-0.2,0.1,"$3,1.5,-0.4
Manny Harris,2011,CLE,21,933,0.486,0.322,-1.17,0.3,"($800,2,21.36
Andres Nocioni,2011,PHI,31,931,0.538,0.22,1.54,0.3,"($100,3.1,3
Jason Maxiell,2011,DET,27,930,0.51,0.524,0.97,0.1,"($1,3.8,4
Josh Childress,2011,PHO,27,894,0.567,0.276,0.93,0.2,"$3,1.5,0.6
Johan Petro,2011,NJN,25,893,0.452,0.097,-1.6,0,"($200,25.01,5
Nikola Pekovic,2011,MIN,25,887,0.573,0.433,-0.39,0.2,"($1,5,5
Chris Douglas-Roberts,2011,MIL,24,884,0.517,0.326,0.87,0.3,"$700,-0.2,2.3
Larry Sanders,2011,MIL,22,872,0.448,0.187,-0.63,0,"($200,4.6,5
Patrick Patterson,2011,HOU,21,868,0.574,0.157,1.37,0.2,"$3,1.5,1
Caron Butler,2011,DAL,30,867,0.523,0.233,-1.63,0.1,"$1,0.4,0.2
Jordan Crawford,2011,WAS,22,867,0.462,0.184,-2.77,0.2,"($200,-1.2,-0.8
Earl Boykins,2011,MIL,34,862,0.526,0.233,-0.81,0.5,"$2,0.6,1.5
Tyrus Thomas,2011,CHA,24,861,0.536,0.411,-1.36,0.2,"$1,0.4,-0.8
Drew Gooden,2011,MIL,29,860,0.487,0.282,-1.47,0.2,"$1,0.3,-0.3
Greivis Vasquez,2011,MEM,24,860,0.493,0.189,-3.29,0.4,"($1,1.7,2
Eugene Jeter,2011,SAC,27,858,0.46,0.158,-3.73,0.2,"($2,1,1
Goran Dragic,2011,PHO,24,856,0.492,0.307,-4.94,0.3,$0 ,1,24.74
Nazr Mohammed,2011,CHA,33,851,0.52,0.278,-0.79,0.1,"($1,-1.2,-1
James Posey,2011,IND,34,839,0.485,0.062,3.03,0.4,"$1,0.2,-0.2
Chris Kaman,2011,LAC,28,838,0.495,0.152,-2.67,0.1,"$500,-0.4,5
Mike Miller,2011,MIA,30,838,0.525,0.168,0.85,0.3,"$2,0.8,0.5
Maurice Evans,2011,ATL,32,837,0.492,0.139,2.36,0.2,"($400,-0.4,2.4
Gerald Wallace,2011,POR,28,821,0.59,0.335,1.43,0.4,"$6,3.3,1.9
Erick Dampier,2011,MIA,35,815,0.591,0.494,2.53,0.2,"$3,1.3,-0.6
Aaron Brooks,2011,HOU,26,811,0.465,0.214,-2.68,0.3,"($900,-1,1
Rashard Lewis,2011,ORL,31,810,0.524,0.167,1.21,0.2,"$3,1.2,0.6
Reggie Evans,2011,TOR,30,798,0.466,0.854,0.49,0,"$2,0.9,-0.1
Jason Richardson,2011,PHO,30,796,0.574,0.185,2.16,0.3,"$4,1.8,2.8
A.J. Price,2011,IND,24,795,0.454,0.253,-2.36,0.3,"($300,-0.3,1
Gary Forbes,2011,DEN,25,791,0.524,0.319,-1.11,0.2,"$100,2.8,3
Bill Walker,2011,NYK,23,784,0.583,0.186,2.94,0.4,"$300,2,23.32
Patrick Mills,2011,POR,22,783,0.506,0.143,-1.75,0.4,"($500,1,1
Chris Duhon,2011,ORL,28,774,0.446,0.194,-4.03,0.2,"($1,0,-0.3
T.J. Ford,2011,IND,27,773,0.434,0.203,-5.42,0.2,"($600,-0.4,1
Julian Wright,2011,TOR,23,766,0.525,0.269,-0.19,0.2,"$2,0,0.8
Jamario Moon,2011,CLE,30,764,0.488,0.058,2.12,0.3,"$1,-0.3,0.6
Dominic McGuire,2011,CHA,25,760,0.437,0.214,-0.72,0,"$500,3.9,3
Shaquille O'Neal,2011,BOS,38,752,0.659,0.652,1.35,0.3,"$4,1.8,0.3
Marcus Thornton,2011,NOH,23,745,0.494,0.198,-0.99,0.2,$0 ,2,23.66
Rasual Butler,2011,LAC,31,744,0.433,0.119,0.96,0.1,"($1,2.6,2
Tiago Splitter,2011,SAS,26,738,0.55,0.733,0.23,0.1,"$2,0.7,0.2
Quincy Pondexter,2011,NOH,22,734,0.482,0.189,1.52,0.1,"$300,2.7,3
Marreese Speights,2011,PHI,23,734,0.532,0.251,-0.63,0.2,"($700,-0.5,-0.5
Chris Andersen,2011,DEN,32,732,0.636,0.985,2.85,0.3,"$5,2.7,1
Gilbert Arenas,2011,WAS,29,726,0.505,0.203,-1.53,0.5,"$2,0.7,1.4
Mo Williams,2011,LAC,28,723,0.556,0.28,-1.41,0.5,"$1,0.1,1.3
Ronnie Price,2011,UTA,27,717,0.434,0.186,-2.79,0.1,"($1,1.3,2
Shelden Williams,2011,DEN,27,713,0.492,0.254,-0.56,0,"$600,-0.3,4.6
Maurice Evans,2011,WAS,32,712,0.531,0.135,3.25,0.3,"$700,2.4,3
Sebastian Telfair,2011,MIN,25,711,0.497,0.249,-2.84,0.4,"($1,1,1
Samardo Samuels,2011,CLE,22,701,0.498,0.456,-1.53,0.1,"($2,4.3,4
James Johnson,2011,TOR,23,699,0.517,0.296,-1.47,0.2,"$2,1.1,0.3
Louis Amundson,2011,GSW,28,691,0.452,0.475,-0.44,-0.1,"($1,4.1,4
Mickael Pietrus,2011,PHO,28,689,0.519,0.204,1.85,0.3,"$1,0,0.5
Kirk Hinrich,2011,ATL,30,686,0.53,0.114,-0.49,0.4,"$1,-0.3,0
Jon Brockman,2011,MIL,23,677,0.567,0.628,2.79,0.2,"$800,4,5
Damien Wilkins,2011,ATL,31,676,0.557,0.409,1.41,0.2,"$1,-0.2,0.4
Chauncey Billups,2011,NYK,34,664,0.582,0.512,0.45,0.5,"$3,1.3,2.7
Vince Carter,2011,ORL,34,664,0.557,0.282,0.17,0.4,"$4,1.8,1.4
Raymond Felton,2011,DEN,26,663,0.523,0.294,-3.54,0.4,"$2,1.1,1.2
Josh Powell,2011,ATL,28,653,0.492,0.216,-2.45,0,"($3,3.7,4
Wilson Chandler,2011,DEN,23,642,0.505,0.174,-1.15,0.1,"$1,0.2,-0.2
Kevin Seraphin,2011,WAS,21,635,0.479,0.211,0.29,0,"($800,4,21.15
Acie Law,2011,GSW,26,632,0.532,0.323,-0.62,0.3,"($700,-0.8,0
Hedo Turkoglu,2011,PHO,31,630,0.567,0.187,1.2,0.4,"$3,1.6,1.3
Brian Cardinal,2011,DAL,33,618,0.672,0.18,4.25,0.7,"$4,1.9,1.2
Jeff Green,2011,BOS,24,612,0.553,0.312,0.78,0.2,"$1,0.2,-0.2
Francisco Elson,2011,UTA,34,610,0.529,0.274,0.36,0.1,"$200,7,84
Carl Landry,2011,NOH,27,602,0.578,0.36,1.33,0.2,"$1,0.1,0.3
Daequan Cook,2011,OKC,23,598,0.63,0.11,5.47,0.6,"$2,0.7,1.7
Jason Collins,2011,ATL,32,593,0.539,0.577,1.66,0.1,"($300,5,32.17
Juwan Howard,2011,MIA,37,592,0.495,0.28,-0.11,0,"($400,-0.3,3.9
Dahntay Jones,2011,IND,30,589,0.558,0.421,0.96,0.3,"$300,2.3,2
Joey Graham,2011,CLE,28,586,0.518,0.201,1.08,0.2,"($2,3,3
Luther Head,2011,SAC,28,586,0.538,0.305,0.3,0.4,"$700,1.3,1
Craig Smith,2011,LAC,27,586,0.592,0.362,1.06,0.3,"$1,0.4,-0.3
Mike Bibby,2011,MIA,32,582,0.601,0.127,1.2,0.5,"$1,0.4,0.7
Matt Carroll,2011,CHA,30,582,0.53,0.261,1.2,0.2,"($600,2,30.43
Shane Battier,2011,MEM,32,557,0.53,0.168,2.37,0.3,"$3,1.2,0.6
Nenad Krstic,2011,BOS,27,553,0.598,0.544,1.78,0.2,"$1,0.1,0.2
Von Wafer,2011,BOS,25,553,0.524,0.239,0.89,0.3,"$1,0,0.1
Cartier Martin,2011,WAS,26,542,0.524,0.22,3.29,0.4,"$400,2,79
Semih Erden,2011,BOS,24,531,0.621,0.557,1.33,0.3,"$2,0.8,-0.4
Aaron Gray,2011,NOH,26,531,0.566,0.343,1.07,0.2,"$1,-0.5,0.6
Devin Harris,2011,UTA,27,530,0.552,0.473,-1.57,0.5,"$700,-0.5,1
Dante Cunningham,2011,CHA,23,529,0.525,0.094,1.01,0.1,"$200,-0.5,3.4
Solomon Jones,2011,IND,26,528,0.469,0.512,-1.47,0,"$600,4,5
Xavier Henry,2011,MEM,19,527,0.451,0.325,-0.1,0,"($1,2.4,2
Joey Dorsey,2011,TOR,27,522,0.529,0.657,-0.44,0.1,"$2,0,0.7
Peja Stojakovic,2011,DAL,33,506,0.563,0.087,3.17,0.4,"$2,0.9,1.2
Rodrigue Beaubois,2011,DAL,22,496,0.5,0.135,-3.5,0.3,"$1,0.2,0.1
Derrick Brown,2011,CHA,23,488,0.565,0.416,0.47,0.3,"$1,-0.1,0.2
Ian Mahinmi,2011,DAL,24,488,0.645,0.837,2.57,0.3,"$1,0.1,0.4
Darnell Jackson,2011,SAC,25,486,0.521,0.31,0.87,0.2,"($300,25.24,2
Luke Walton,2011,LAL,30,484,0.378,0.086,-3.87,0,"($1,2.9,3
Aaron Brooks,2011,PHO,26,473,0.533,0.285,-2.91,0.5,"$600,1,1
Ike Diogu,2011,LAC,27,470,0.59,0.419,2.18,0.2,"($2,4.1,4
D.J. White,2011,CHA,24,466,0.571,0.351,2.61,0.2,"$1,0.4,-0.3
Jeremy Evans,2011,UTA,23,463,0.678,0.322,3.15,0.4,"$2,1,0.9
Jared Jeffries,2011,NYK,29,463,0.403,0.38,0.65,-0.1,"$2,0.8,-0.1
Anthony Randolph,2011,MIN,21,463,0.537,0.338,-1.96,0.2,"$700,3.8,5
Timofey Mozgov,2011,NYK,24,458,0.514,0.393,-0.81,0,"$100,-0.2,5
Kyrylo Fesenko,2011,UTA,24,456,0.441,0.46,-1.26,-0.1,"($1,5,5
Deron Williams,2011,NJN,26,456,0.463,0.343,-5.6,0.6,"$2,0.8,1.2
Delonte West,2011,BOS,27,453,0.533,0.125,-2.36,0.3,"$1,0.5,0
Brian Cook,2011,LAC,30,447,0.534,0.141,1.53,0.3,"$200,30.16,7
Joel Przybilla,2011,POR,31,445,0.623,0.676,2.68,0.3,"$400,5,5
Derrick Favors,2011,UTA,19,444,0.545,0.407,0.15,0.2,"$1,0.4,0.2
Ben Uzoh,2011,NJN,22,438,0.468,0.389,-3.28,0.2,"$1,0.2,-0.2
Danilo Gallinari,2011,DEN,22,433,0.587,0.771,1.48,0.3,"$2,0.8,0.7
Jermaine O'Neal,2011,BOS,32,431,0.504,0.394,-1.14,0,"$500,4.4,5
Nazr Mohammed,2011,OKC,33,429,0.583,0.183,1.52,0.2,"$1,0.1,0.3
Kendrick Perkins,2011,OKC,26,429,0.511,0.451,-0.36,0,"$900,-0.2,5
Lazar Hayward,2011,MIN,24,419,0.464,0.273,-0.19,0.2,"$200,24.18,0
Mickael Pietrus,2011,ORL,28,418,0.54,0.052,3.4,0.4,"$1,0.4,0.3
Hilton Armstrong,2011,WAS,26,412,0.519,0.359,1.54,0.2,"$300,26.22,4
Josh Howard,2011,WAS,30,409,0.416,0.29,-2.43,0,"($800,3,30.76
Jermaine Taylor,2011,SAC,24,406,0.53,0.134,-1.21,0.3,"$300,0,-0.5
Damion James,2011,NJN,23,403,0.477,0.272,-1,0.1,"$300,3,23.32
Luke Harangody,2011,CLE,23,399,0.455,0.133,0.84,0.2,"$700,3.8,4
Marcin Gortat,2011,ORL,26,396,0.562,0.222,1.16,0.2,"$2,1,-0.1
Earl Clark,2011,ORL,23,392,0.468,0.291,-2.23,0,"($800,3,23.04
Jawad Williams,2011,CLE,27,391,0.396,0.095,-1.2,0.1,"($1,3.1,3
Baron Davis,2011,CLE,31,380,0.548,0.152,-0.7,0.7,"$2,1,1.6
Goran Dragic,2011,HOU,24,378,0.604,0.288,0.99,0.6,"$2,1,1.2
Tony Battie,2011,PHI,34,377,0.489,0.146,0.86,0.1,"($100,5,34.97
Eduardo Najera,2011,CHA,34,372,0.449,0.153,1.05,0.2,"$500,34.56,10
Hasheem Thabeet,2011,MEM,23,369,0.487,0.897,2.18,0,"$200,23.96,1
Melvin Ely,2011,DEN,32,366,0.573,0.412,1.99,0.1,"$1,0.3,-0.1
Quinton Ross,2011,NJN,29,353,0.437,0.237,1.85,0,"($600,3,29.76
Jarrett Jack,2011,TOR,27,347,0.492,0.377,-4.02,0.3,"$500,-0.4,1.3
Udonis Haslem,2011,MIA,30,345,0.549,0.233,1,0.1,"$500,-0.1,-1.1
Kosta Koufos,2011,MIN,21,336,0.447,0.222,-1.79,0,"($500,5,21.94
Rodney Carney,2011,GSW,26,331,0.526,0.252,1.23,0.2,"($100,3,26.8
Didier Ilunga-Mbenga,2011,NOH,30,330,0.518,0.367,0.94,0.1,"$1,-0.7,0.9
Ish Smith,2011,HOU,22,329,0.423,0.12,-5.84,0.1,"($200,1,22.58
Roger Mason,2011,NYK,30,319,0.461,0.13,1.39,0.2,"$100,2,30.39
Othyus Jeffers,2011,WAS,25,314,0.553,0.742,1.51,0.3,"$1,0.2,0.2
Al Thornton,2011,GSW,27,314,0.549,0.337,-0.14,0.2,"($1,3.3,4
Kendrick Perkins,2011,BOS,26,313,0.568,0.678,-0.37,0.2,"$700,0.5,-0.7
Anthony Carter,2011,NYK,35,310,0.534,0.079,-2.38,0.3,"$1,0,0.1
Dan Gadzuric,2011,GSW,32,297,0.419,0.159,-2.69,-0.1,"$500,33,8
Chris Quinn,2011,SAS,27,292,0.428,0.088,-2.89,0.1,"($100,1,27.35
Zabian Dowdell,2011,PHO,26,292,0.457,0.136,-6.34,0.1,"$100,1,26.39
Troy Murphy,2011,NJN,30,288,0.389,0.224,-1.39,0,"($200,4,30.75
James Anderson,2011,SAS,21,286,0.529,0.222,1.11,0.3,"$500,2.3,3
Jeremy Lin,2011,GSW,22,285,0.458,0.347,-3.41,0.1,"$1,-0.1,0.6
Jamario Moon,2011,LAC,30,278,0.535,0.102,3.74,0.3,"$600,3.1,3
Armon Johnson,2011,POR,21,277,0.497,0.218,-6.21,0.3,"($600,1,21.94
Alexis Ajinca,2011,TOR,22,265,0.53,0.149,0.44,0.2,"$400,22.74,2
Luke Harangody,2011,BOS,23,241,0.423,0.113,-1,-0.1,"$700,3.9,4
David Andersen,2011,NOH,30,223,0.484,0.203,-1.11,0.1,"($200,4,30.61
D.J. White,2011,OKC,24,219,0.468,0.154,-0.32,-0.1,"$100,4,24.42
Derrick Caracter,2011,LAL,22,215,0.532,0.348,-1.64,0.1,"$300,22.75,0
Sean Marks,2011,POR,35,208,0.473,0.182,0.46,0,$0 ,35.44,10
Terrence Williams,2011,NJN,23,206,0.433,0.137,-6.42,0.2,"($100,2,23.6
DaJuan Summers,2011,DET,23,199,0.476,0.29,-0.72,0.1,"($1,3.1,3
Shelden Williams,2011,NYK,27,198,0.638,0.744,2.32,0.3,"$1,0.3,0
Steve Novak,2011,SAS,27,197,0.744,0.136,8,0.7,"$1,0.4,0.7
Jeff Adrien,2011,GSW,24,196,0.457,0.352,-1.24,0,"$300,4,24.98
Brandan Wright,2011,GSW,23,195,0.6,0.222,1.76,0.2,"$500,23.33,2
Carlos Arroyo,2011,BOS,31,190,0.447,0.343,-4.57,0.1,"$600,-0.3,1.4
Leon Powe,2011,CLE,27,187,0.497,0.441,0.96,0.1,"$100,4,27.03
Brandan Wright,2011,NJN,23,184,0.472,0.315,0.42,0.1,"$1,3.7,4
Earl Barron,2011,PHO,29,183,0.301,0.392,-5.13,-0.4,"($400,5,29.47
DeSagana Diop,2011,CHA,29,181,0.347,0.458,-1.09,-0.2,"$700,29.01,9
Malik Allen,2011,ORL,32,178,0.361,0.065,0.82,-0.3,"$600,4.3,4
Troy Murphy,2011,BOS,30,178,0.503,0.342,0.94,0.1,"$1,-0.1,0.2
Jason Williams,2011,ORL,35,171,0.434,0,-2.88,0.3,"$1,-0.2,0.2
Charlie Bell,2011,GSW,31,171,0.357,0.093,-1.13,0,"$100,2,31.89
Hamed Haddadi,2011,MEM,25,168,0.55,0.397,-0.1,0.2,"$1,5,5
Mehmet Okur,2011,UTA,31,168,0.452,0.323,-2.19,0.2,"$800,-0.1,0
Dan Gadzuric,2011,NJN,32,166,0.417,0.317,-0.79,-0.1,"$400,4,33
Sasha Pavlovic,2011,DAL,27,163,0.551,0.143,2.44,0.3,"$1,0.1,0
Avery Bradley,2011,BOS,20,162,0.36,0.179,-8.83,-0.2,"($500,1,20.18
Jordan Crawford,2011,ATL,22,160,0.421,0.078,-5.29,0.1,$0 ,22.28,0
Mustafa Shakur,2011,WAS,26,159,0.389,0.254,-6.77,0.1,$0 ,26.46,0
Jamaal Magloire,2011,MIA,32,158,0.585,0.818,2.65,0.1,"$900,5,5
Jarron Collins,2011,LAC,32,157,0.438,0.667,2.8,-0.1,"$300,5,32.17
Royal Ivey,2011,OKC,29,155,0.527,0.053,1.88,0.2,"$800,29.12,6
Anthony Carter,2011,DEN,35,153,0.421,0.067,-5.16,0.1,"$500,1,35.63
David Andersen,2011,TOR,30,150,0.559,0.149,1.32,0.3,"$800,30.61,1
Sasha Pavlovic,2011,BOS,27,149,0.55,0.192,2.62,0.2,"$800,2,27.21
Jerryd Bayless,2011,NOH,22,149,0.443,0.347,-6.36,0.3,"$100,1,22.45
Corey Brewer,2011,DAL,24,148,0.573,0.412,-0.27,0.3,"$2,0.6,0.4
Sundiata Gaines,2011,NJN,24,146,0.484,0.417,-3.25,0.4,"$1,0.2,0
Cole Aldrich,2011,OKC,22,142,0.537,0.267,1.61,0.1,"$1,-0.2,0.3
Leon Powe,2011,MEM,27,141,0.548,0.767,-0.27,0.2,"$500,5,27.03
Jared Jeffries,2011,HOU,29,138,0.334,0.278,-2.78,-0.2,"$1,0,0.2
Luke Babbitt,2011,POR,21,137,0.305,0.164,-6.09,-0.2,"($600,3,21.62
Dominique Jones,2011,DAL,22,135,0.4,0.378,-6.39,0,"$800,0,76
